	num_hrefs	num_imgs	num_videos	num_keywords	is_weekend	global_rate_positive_words	title_subjectivity	channel	shares
101	23.0	19.0	0.0	10.0	0.0	0.0872727272727	0.5	lifestyle	450
102	19.0	19.0	0.0	8.0	0.0	0.0826727066818	0.0	tech	663
103	36.0	19.0	0.0	10.0	0.0	0.064	0.0	tech	302
104	7.0	1.0	0.0	6.0	0.0	0.0481927710843	0.0	world	971
105	1.0	10.0	0.0	10.0	0.0	0.0203703703704	0.0	world	1400
106	5.0	1.0	0.0	8.0	0.0	0.0608187134503	0.1	entertainment	1000
107	5.0	0.0	0.0	6.0	0.0	0.049327354260099994	0.0	lifestyle	1900
108	10.0	1.0	0.0	5.0	0.0	0.0401146131805	0.0	entertainment	1100
109	24.0	20.0	0.0	10.0	0.0	0.0754716981132	0.0	lifestyle	1100
110	3.0	8.0	1.0	6.0	0.0	0.05603448275859999	0.0	entertainment	1500
111	5.0	1.0	0.0	4.0	0.0	0.0300429184549	0.0	business	2000
112	2.0	0.0	1.0	6.0	0.0	0.053892215568900004	0.95	lifestyle	5700
113	5.0	10.0	1.0	8.0	0.0	0.0387878787879	1.0	lifestyle	7100
114	28.0	20.0	0.0	10.0	0.0	0.0682438580528	0.3125	lifestyle	1200
115	2.0	0.0	0.0	10.0	0.0	0.049429657794699995	0.0	tech	705
116	7.0	1.0	0.0	5.0	0.0	0.036324786324800004	0.33333333333299997	business	1900
117	13.0	11.0	0.0	6.0	0.0	0.0462427745665	0.45454545454499995	lifestyle	3800
118	10.0	1.0	0.0	9.0	0.0	0.0505494505495	0.288888888889	lifestyle	2300
119	2.0	0.0	0.0	8.0	0.0	0.0246913580247	0.0	entertainment	575
120	8.0	1.0	0.0	4.0	0.0	0.0454545454545	0.0	entertainment	1800
121	5.0	0.0	0.0	10.0	0.0	0.0468085106383	0.4	tech	1600
122	6.0	1.0	0.0	6.0	0.0	0.0425531914894	0.0	tech	1900
123	9.0	1.0	1.0	7.0	0.0	0.056555269922900005	0.0	world	5600
124	12.0	1.0	0.0	8.0	0.0	0.0229885057471	0.0	world	1500
125	3.0	1.0	0.0	6.0	0.0	0.07	0.428571428571	social_media	9200
126	5.0	1.0	11.0	10.0	0.0	0.0703703703704	0.9	entertainment	1700
127	4.0	8.0	0.0	6.0	0.0	0.00952380952381	0.0	lifestyle	6000
128	2.0	11.0	0.0	9.0	0.0	0.019379844961200002	0.0	lifestyle	752
129	5.0	0.0	3.0	10.0	0.0	0.019685039370099997	0.6	entertainment	19400
130	7.0	1.0	0.0	7.0	0.0	0.0377358490566	0.06666666666669999	lifestyle	1700
131	20.0	19.0	0.0	9.0	0.0	0.0725388601036	0.0	tech	1600
132	19.0	20.0	0.0	7.0	0.0	0.07475728155339999	0.642857142857	tech	788
133	1.0	0.0	0.0	10.0	0.0	0.021645021644999998	0.0	entertainment	454
134	23.0	28.0	0.0	9.0	0.0	0.0844919786096	0.9	tech	1100
135	11.0	1.0	1.0	7.0	0.0	0.039942938659099994	0.0	tech	2800
136	13.0	11.0	1.0	8.0	0.0	0.030487804878	0.9	lifestyle	1600
137	28.0	10.0	1.0	7.0	0.0	0.039145907473300004	0.7	lifestyle	2000
138	2.0	1.0	0.0	6.0	0.0	0.0297951582868	0.7	world	412
139	4.0	0.0	0.0	10.0	0.0	0.030888030888	0.0	world	1100
140	31.0	26.0	0.0	5.0	0.0	0.014432989690700001	0.0	lifestyle	417
141	19.0	8.0	0.0	6.0	0.0	0.053258145363400004	0.06666666666669999	social_media	1600
142	3.0	1.0	0.0	3.0	0.0	0.0243902439024	0.0	business	2500
143	8.0	1.0	0.0	6.0	0.0	0.0731132075472	0.5	business	474
144	6.0	1.0	0.0	4.0	0.0	0.031884057971	0.0	entertainment	2100
145	1.0	0.0	1.0	6.0	0.0	0.0144927536232	0.0	lifestyle	513
146	10.0	1.0	0.0	7.0	0.0	0.0435729847495	0.0	world	10400
147	32.0	15.0	0.0	9.0	0.0	0.0654911838791	0.3	lifestyle	2200
148	10.0	1.0	0.0	8.0	0.0	0.0309278350515	0.0	tech	5600
149	11.0	1.0	0.0	4.0	0.0	0.047231270358300007	0.0	world	373
150	9.0	1.0	0.0	10.0	0.0	0.0347222222222	0.0	lifestyle	1000
151	2.0	0.0	0.0	5.0	0.0	0.0522088353414	0.4	entertainment	3200
152	4.0	0.0	1.0	6.0	0.0	0.0704225352113	0.0	lifestyle	657
153	2.0	1.0	0.0	7.0	0.0	0.0135746606335	0.45454545454499995	tech	2100
154	3.0	1.0	0.0	10.0	0.0	0.0609756097561	0.0	tech	727
155	3.0	13.0	0.0	10.0	0.0	0.038062283737	0.0	entertainment	350
156	3.0	1.0	0.0	10.0	0.0	0.0635838150289	0.833333333333	business	1900
157	22.0	20.0	0.0	6.0	0.0	0.073145245559	0.0	tech	1200
158	4.0	1.0	0.0	5.0	0.0	0.034946236559099994	0.1	world	2800
159	10.0	1.0	0.0	9.0	0.0	0.0390625	0.0	lifestyle	341
160	12.0	1.0	0.0	7.0	0.0	0.0363636363636	0.33333333333299997	business	648
161	2.0	9.0	0.0	10.0	0.0	0.0529801324503	0.0	tech	1300
162	21.0	20.0	0.0	7.0	0.0	0.07667984189720001	0.9	tech	1000
163	20.0	20.0	0.0	7.0	0.0	0.0846075433231	1.0	tech	1300
164	8.0	1.0	0.0	6.0	0.0	0.0603674540682	1.0	business	1700
165	5.0	0.0	0.0	10.0	0.0	0.037671232876699996	0.0	tech	4600
166	8.0	1.0	0.0	4.0	0.0	0.0606060606061	0.0	entertainment	2700
167	21.0	19.0	0.0	10.0	0.0	0.0725490196078	0.0	lifestyle	1700
168	7.0	1.0	1.0	7.0	0.0	0.008695652173910001	0.0	world	450
169	4.0	0.0	0.0	6.0	0.0	0.0325203252033	0.0	lifestyle	939
170	2.0	1.0	0.0	9.0	0.0	0.015503875969	0.9	tech	1600
171	21.0	19.0	0.0	10.0	0.0	0.0793489318413	0.5714285714289999	lifestyle	866
172	3.0	1.0	0.0	6.0	0.0	0.0388888888889	0.5	business	606
173	5.0	8.0	0.0	9.0	0.0	0.055147058823499996	0.507070707071	entertainment	5000
174	34.0	15.0	0.0	10.0	0.0	0.010830324909700002	0.0	entertainment	11500
175	9.0	1.0	0.0	7.0	0.0	0.032876712328800003	0.0	world	529
176	1.0	0.0	1.0	9.0	0.0	0.052631578947400004	1.0	lifestyle	28000
177	26.0	20.0	0.0	10.0	0.0	0.0756143667297	0.488095238095	lifestyle	1700
178	12.0	1.0	0.0	10.0	0.0	0.0189573459716	0.0	lifestyle	761
179	7.0	0.0	0.0	8.0	0.0	0.0482573726542	0.383333333333	business	958
180	12.0	1.0	0.0	8.0	0.0	0.152777777778	0.0	entertainment	904
181	9.0	0.0	16.0	8.0	0.0	0.0631578947368	0.0	lifestyle	1200
182	2.0	1.0	0.0	5.0	0.0	0.053921568627500006	0.8	entertainment	4500
183	5.0	1.0	0.0	7.0	0.0	0.039501039501	0.4	business	1200
184	8.0	1.0	0.0	6.0	0.0	0.0406504065041	0.0	entertainment	427
185	5.0	1.0	1.0	6.0	0.0	0.0494505494505	0.0	tech	1300
186	9.0	1.0	0.0	9.0	0.0	0.054216867469899996	0.0	business	3200
187	4.0	1.0	0.0	7.0	0.0	0.0457142857143	0.0	lifestyle	377
188	5.0	0.0	0.0	9.0	0.0	0.07539682539680001	0.45454545454499995	entertainment	3400
189	7.0	1.0	0.0	6.0	0.0	0.0479041916168	0.5	lifestyle	972
190	5.0	0.0	21.0	6.0	0.0	0.038869257950499995	0.0	lifestyle	979
191	10.0	1.0	0.0	7.0	0.0	0.0422535211268	0.5	business	737
192	23.0	20.0	0.0	5.0	0.0	0.07706592386260001	0.9	business	3800
193	45.0	19.0	0.0	10.0	0.0	0.0629310344828	0.0	tech	396
194	8.0	1.0	0.0	7.0	0.0	0.0588235294118	0.0	tech	1700
195	4.0	1.0	3.0	5.0	0.0	0.0471698113208	0.0	entertainment	676
196	10.0	0.0	0.0	6.0	0.0	0.042654028436000004	0.0	tech	2900
197	6.0	1.0	0.0	8.0	0.0	0.024185068349099996	0.0	tech	2500
198	5.0	0.0	0.0	8.0	0.0	0.034965034964999996	0.2	tech	1400
199	16.0	11.0	0.0	10.0	0.0	0.0554592720971	0.6	entertainment	484
200	12.0	6.0	0.0	6.0	0.0	0.045544554455399996	0.0	entertainment	7500
201	6.0	1.0	0.0	5.0	0.0	0.0352941176471	0.45454545454499995	business	441
202	8.0	0.0	0.0	9.0	0.0	0.0277777777778	0.0	lifestyle	922
203	11.0	1.0	0.0	7.0	0.0	0.046235138705400004	0.0	world	473
204	4.0	0.0	0.0	5.0	0.0	0.026315789473700002	0.283333333333	world	3200
205	6.0	1.0	0.0	5.0	0.0	0.0392156862745	0.0	world	1600
206	3.0	0.0	21.0	6.0	0.0	0.033742331288299995	0.2	lifestyle	1300
207	27.0	20.0	0.0	10.0	0.0	0.062404870624	0.45454545454499995	lifestyle	1300
208	11.0	1.0	0.0	8.0	0.0	0.0730478589421	0.0	lifestyle	5600
209	6.0	10.0	0.0	8.0	0.0	0.0365058670143	0.0	tech	8100
210	6.0	1.0	0.0	7.0	0.0	0.0220820189274	1.0	world	5500
211	15.0	10.0	1.0	4.0	0.0	0.0408163265306	0.833333333333	lifestyle	3800
212	10.0	1.0	0.0	7.0	0.0	0.0482603815937	0.0	entertainment	933
213	12.0	1.0	0.0	10.0	0.0	0.030330062444199998	0.0	tech	2500
214	12.0	1.0	0.0	6.0	0.0	0.05740181268880001	0.0	business	1700
215	7.0	1.0	0.0	9.0	0.0	0.0711974110032	0.3125	tech	2400
216	8.0	1.0	0.0	9.0	0.0	0.0229885057471	0.0	lifestyle	11400
217	9.0	1.0	0.0	7.0	0.0	0.0440251572327	0.0	lifestyle	308
218	38.0	15.0	0.0	7.0	0.0	0.0334075723831	0.0	lifestyle	1400
219	4.0	0.0	1.0	7.0	0.0	0.020576131687200003	0.0	entertainment	762
220	7.0	1.0	1.0	6.0	0.0	0.027027027026999998	0.1	entertainment	1200
221	2.0	0.0	1.0	8.0	0.0	0.03125	0.0	business	657
222	38.0	11.0	3.0	9.0	0.0	0.0463054187192	0.0	entertainment	1200
223	14.0	1.0	0.0	10.0	0.0	0.0203488372093	0.0	lifestyle	11800
224	29.0	20.0	0.0	9.0	0.0	0.07879377431910001	0.7	lifestyle	2400
225	7.0	0.0	1.0	7.0	0.0	0.08069164265130001	0.5	business	794
226	21.0	20.0	0.0	9.0	0.0	0.08372641509430001	1.0	tech	1500
227	5.0	1.0	0.0	5.0	0.0	0.0627450980392	0.0	business	1300
228	12.0	1.0	0.0	6.0	0.0	0.049528301886800005	0.2	lifestyle	1200
229	7.0	5.0	0.0	8.0	0.0	0.0426687354538	0.0	tech	1900
230	3.0	1.0	0.0	6.0	0.0	0.034965034964999996	0.0	world	1500
231	3.0	1.0	0.0	5.0	0.0	0.0374639769452	0.0	business	698
232	6.0	0.0	11.0	7.0	0.0	0.075	1.0	lifestyle	1100
233	5.0	1.0	0.0	10.0	0.0	0.042929292929300006	0.0	entertainment	742
234	3.0	1.0	0.0	10.0	0.0	0.0406015037594	0.0	entertainment	2000
235	19.0	1.0	0.0	9.0	0.0	0.0514018691589	0.75	entertainment	1000
236	4.0	1.0	0.0	8.0	0.0	0.05364511691880001	0.3	business	1500
237	6.0	1.0	0.0	10.0	0.0	0.029629629629599998	0.0	lifestyle	1200
238	6.0	1.0	11.0	8.0	0.0	0.07142857142860001	0.0	lifestyle	751
239	11.0	1.0	0.0	7.0	0.0	0.0675675675676	0.0	social_media	775
240	6.0	1.0	0.0	4.0	0.0	0.0328542094456	0.0	business	569
241	6.0	1.0	0.0	6.0	0.0	0.0530303030303	0.0	lifestyle	3000
242	3.0	1.0	0.0	8.0	0.0	0.0335570469799	0.0	tech	1500
243	3.0	0.0	1.0	6.0	0.0	0.04838709677419999	0.4	lifestyle	1100
244	2.0	0.0	1.0	5.0	0.0	0.08	0.4	lifestyle	979
245	2.0	0.0	1.0	6.0	0.0	0.027972027971999998	0.55	business	802
246	23.0	19.0	0.0	8.0	0.0	0.0736568457539	0.125	tech	2300
247	19.0	34.0	0.0	8.0	0.0	0.0721412125863	0.0	tech	835
248	6.0	1.0	0.0	8.0	0.0	0.0303643724696	0.0	business	2000
249	2.0	0.0	1.0	5.0	0.0	0.0422535211268	0.95	lifestyle	12000
250	2.0	1.0	1.0	7.0	0.0	0.044444444444399996	0.5	tech	423
251	2.0	0.0	1.0	10.0	0.0	0.00943396226415	0.0	entertainment	1000
252	7.0	1.0	0.0	3.0	0.0	0.0346534653465	0.0	business	1600
253	4.0	0.0	21.0	7.0	0.0	0.0383480825959	0.166666666667	lifestyle	1400
254	13.0	1.0	0.0	6.0	0.0	0.046594982078900005	0.45454545454499995	lifestyle	2400
255	2.0	0.0	0.0	6.0	0.0	0.0411764705882	0.0	tech	1200
256	14.0	1.0	0.0	6.0	0.0	0.0571725571726	0.0	tech	1500
257	2.0	0.0	0.0	9.0	0.0	0.007407407407409999	0.0	tech	1400
258	4.0	1.0	0.0	6.0	0.0	0.027027027026999998	0.0	tech	1000
259	2.0	1.0	0.0	6.0	0.0	0.031976744186	0.0	business	400
260	13.0	1.0	0.0	10.0	0.0	0.0243553008596	0.0	business	1700
261	4.0	0.0	12.0	7.0	0.0	0.045161290322599995	1.0	lifestyle	3200
262	8.0	1.0	0.0	5.0	0.0	0.0347071583514	0.75	world	1100
263	7.0	0.0	0.0	10.0	0.0	0.040880503144699994	0.3	tech	4400
264	4.0	0.0	21.0	7.0	0.0	0.0408163265306	0.35	lifestyle	1400
265	7.0	1.0	0.0	8.0	0.0	0.04946236559140001	0.21666666666700002	business	924
266	11.0	1.0	0.0	7.0	0.0	0.0175953079179	0.0	business	1900
267	10.0	1.0	0.0	10.0	0.0	0.025787965616	0.0	lifestyle	1300
268	53.0	19.0	0.0	9.0	0.0	0.06144393241169999	1.0	tech	1300
269	5.0	1.0	0.0	6.0	0.0	0.0363636363636	0.0	tech	1800
270	2.0	0.0	0.0	10.0	0.0	0.042857142857099996	0.8	entertainment	37400
271	4.0	1.0	1.0	10.0	0.0	0.0293255131965	0.0	entertainment	18000
272	3.0	13.0	0.0	9.0	0.0	0.026070763500900002	1.0	world	2500
273	4.0	1.0	0.0	4.0	0.0	0.0391061452514	0.0	social_media	18200
274	8.0	1.0	0.0	10.0	0.0	0.0497737556561	0.5	entertainment	924
275	5.0	1.0	0.0	5.0	0.0	0.0410256410256	0.0	tech	730
276	13.0	1.0	0.0	7.0	0.0	0.043046357615900005	0.45454545454499995	lifestyle	3500
277	3.0	1.0	0.0	8.0	0.0	0.0693069306931	0.45454545454499995	tech	1900
278	8.0	1.0	0.0	6.0	0.0	0.0422960725076	0.0	world	614
279	2.0	18.0	0.0	8.0	0.0	0.03591682419659999	0.0	tech	2900
280	24.0	1.0	0.0	8.0	0.0	0.0558659217877	0.33333333333299997	social_media	1600
281	45.0	1.0	1.0	8.0	0.0	0.05929304446980001	0.475	world	1100
282	5.0	0.0	0.0	7.0	0.0	0.04814814814809999	0.0	lifestyle	1100
283	10.0	7.0	0.0	6.0	0.0	0.0257510729614	0.0	lifestyle	2200
284	3.0	0.0	7.0	9.0	0.0	0.030303030303	0.0	entertainment	582
285	6.0	0.0	1.0	10.0	0.0	0.0405405405405	0.75	entertainment	1000
286	3.0	1.0	0.0	6.0	0.0	0.0380952380952	0.7	entertainment	1700
287	5.0	1.0	0.0	7.0	0.0	0.0244252873563	0.433333333333	world	720
288	1.0	0.0	1.0	7.0	0.0	0.07142857142860001	0.825	lifestyle	19800
289	13.0	1.0	0.0	10.0	0.0	0.0278164116829	0.0	lifestyle	1500
290	23.0	28.0	0.0	10.0	0.0	0.0689149560117	0.821428571429	tech	3000
291	22.0	33.0	0.0	10.0	0.0	0.07244318181819999	0.4	tech	2500
292	6.0	0.0	11.0	7.0	0.0	0.0246913580247	0.0	lifestyle	4400
293	4.0	1.0	0.0	9.0	0.0	0.054474708171199995	0.2	entertainment	1400
294	11.0	1.0	0.0	7.0	0.0	0.0457317073171	0.0	tech	1600
295	7.0	1.0	0.0	6.0	0.0	0.019607843137299998	0.8	business	2100
296	3.0	1.0	0.0	5.0	0.0	0.0391304347826	0.666666666667	lifestyle	1100
297	21.0	25.0	0.0	10.0	0.0	0.07730923694780001	0.916666666667	tech	2100
298	4.0	19.0	1.0	8.0	0.0	0.0449826989619	0.9	tech	840
299	23.0	20.0	0.0	9.0	0.0	0.0731914893617	0.0	tech	1100
300	9.0	1.0	0.0	7.0	0.0	0.0515463917526	0.5	world	1600
301	8.0	0.0	0.0	6.0	0.0	0.0408653846154	0.05	world	2100
302	4.0	1.0	0.0	8.0	0.0	0.0480769230769	0.0	world	2200
303	5.0	0.0	0.0	9.0	0.0	0.0331125827815	0.0	social_media	9000
304	4.0	0.0	11.0	5.0	0.0	0.0474777448071	0.6	lifestyle	622
305	3.0	1.0	0.0	10.0	0.0	0.061797752808999996	0.642857142857	tech	1000
306	16.0	26.0	0.0	6.0	0.0	0.0228716645489	0.488095238095	tech	658
307	1.0	0.0	0.0	9.0	0.0	0.0246153846154	0.0	tech	1400
308	4.0	4.0	0.0	10.0	0.0	0.0399159663866	0.33333333333299997	tech	1500
309	3.0	7.0	0.0	10.0	0.0	0.036170212766	0.0	tech	2300
310	4.0	1.0	10.0	10.0	0.0	0.07539682539680001	0.4	lifestyle	5200
311	4.0	1.0	0.0	5.0	1.0	0.039408866995099996	0.0	world	5300
312	9.0	1.0	0.0	6.0	1.0	0.0512820512821	0.7	tech	1600
313	18.0	11.0	0.0	9.0	1.0	0.0424028268551	0.5	lifestyle	6300
314	1.0	21.0	0.0	7.0	1.0	0.026936026935999998	0.5	tech	2000
315	4.0	1.0	0.0	10.0	1.0	0.06730769230769999	0.75	lifestyle	2300
316	56.0	1.0	0.0	9.0	1.0	0.0528511821975	0.0	tech	1900
317	6.0	1.0	0.0	8.0	1.0	0.058020477815699995	0.5	social_media	1700
318	12.0	26.0	0.0	8.0	1.0	0.024427480916	1.0	tech	1600
319	20.0	1.0	0.0	9.0	1.0	0.04824120603019999	0.666666666667	business	1400
320	8.0	0.0	0.0	9.0	1.0	0.0579710144928	0.0	business	2100
321	21.0	20.0	0.0	8.0	1.0	0.0740055504163	0.0	tech	3400
322	1.0	0.0	0.0	10.0	1.0	0.056074766355099996	0.666666666667	tech	1000
323	20.0	20.0	0.0	10.0	1.0	0.0813186813187	0.0	tech	1800
324	14.0	1.0	0.0	8.0	1.0	0.03614457831330001	0.3	world	25200
325	21.0	19.0	0.0	10.0	1.0	0.07247627264880001	0.642857142857	lifestyle	15700
326	6.0	0.0	0.0	9.0	1.0	0.0408163265306	0.05	world	1700
327	5.0	0.0	1.0	8.0	1.0	0.0144927536232	0.75	lifestyle	2700
328	11.0	11.0	0.0	10.0	1.0	0.0555555555556	0.5	tech	5400
329	31.0	20.0	0.0	5.0	1.0	0.0812834224599	0.5	tech	1300
330	26.0	20.0	1.0	8.0	1.0	0.0791505791506	0.0	tech	3800
331	12.0	1.0	0.0	5.0	1.0	0.028112449799200002	1.0	world	7900
332	18.0	1.0	0.0	10.0	1.0	0.0453172205438	0.5	lifestyle	731
333	14.0	9.0	0.0	6.0	1.0	0.052313883299799996	0.0	lifestyle	1900
334	16.0	1.0	0.0	9.0	1.0	0.070796460177	0.0	business	3100
335	13.0	11.0	0.0	8.0	1.0	0.0331753554502	0.4	lifestyle	1900
